20017001 1990.143917 31.8660 64.2940  346  343.3059 17.9180 4.7714 36.4970  -9.9900 0.3810 0.0200    0.2100
20017001 1990.143917 31.8660 64.2940  348  345.2887 17.9040 4.7701 36.4970  -9.9900 0.3810 0.0200    0.2100
20017001 1990.143917 31.8660 64.2940  350  347.2715 17.8870 4.7682 36.4950  -9.9900 0.3800 0.0210    0.2100
20017001 1990.143917 31.8660 64.2940  352  349.2542 17.8740 4.7668 36.4940  -9.9900 0.3810 0.0200    0.2100
20017001 1990.143917 31.8660 64.2940  354  351.2369 17.8660 4.7659 36.4930  -9.9900 0.3810 0.0180    0.2100
20017001 1990.143917 31.8660 64.2940  356  353.2196 17.8590 4.7652 36.4920  -9.9900 0.3810 0.0170    0.2100
20017001 1990.143917 31.8660 64.2940  358  355.2022 17.8490 4.7640 36.4900  -9.9900 0.3810 0.0190    0.2100
20017001 1990.143917 31.8660 64.2940  360  357.1849 17.8320 4.7623 36.4900  -9.9900 0.3800 0.0210    0.2100
20017001 1990.143917 31.8660 64.2940  362  359.1675 17.8160 4.7604 36.4870  -9.9900 0.3810 0.0220    0.2100
20017001 1990.143917 31.8660 64.2940  364  361.1501 17.7930 4.7579 36.4850  -9.9900 0.3800 0.0210    0.2100
20017001 1990.143917 31.8660 64.2940  366  363.1327 17.7770 4.7563 36.4850  -9.9900 0.3800 0.0210    0.2100
20017001 1990.143917 31.8660 64.2940  368  365.1153 17.7610 4.7546 36.4840  -9.9900 0.3800 0.0190    0.2100
20017001 1990.143917 31.8660 64.2940  370  367.0978 17.7510 4.7535 36.4830  -9.9900 0.3800 0.0170    0.2100
20017001 1990.143917 31.8660 64.2940  372  369.0804 17.7450 4.7529 36.4820  -9.9900 0.3810 0.0140    0.2100
20017001 1990.143917 31.8660 64.2940  374  371.0629 17.7300 4.7512 36.4800  -9.9900 0.3790 0.0160    0.2100
20017001 1990.143917 31.8660 64.2940  376  373.0454 17.7160 4.7497 36.4790  -9.9900 0.3800 0.0180    0.2100
20017001 1990.143917 31.8660 64.2940  378  375.0278 17.7050 4.7485 36.4780  -9.9900 0.3800 0.0210    0.2100
20017001 1990.143917 31.8660 64.2940  380  377.0103 17.7000 4.7481 36.4780  -9.9900 0.3800 0.0210    0.2100
20017001 1990.143917 31.8660 64.2940  382  378.9927 17.6900 4.7470 36.4770  -9.9900 0.3810 0.0190    0.2100
20017001 1990.143917 31.8660 64.2940  384  380.9751 17.6730 4.7453 36.4760  -9.9900 0.3790 0.0220    0.2100
20017001 1990.143917 31.8660 64.2940  386  382.9575 17.6630 4.7441 36.4740  -9.9900 0.3800 0.0220    0.2100
20017001 1990.143917 31.8660 64.2940  388  384.9399 17.6460 4.7423 36.4730  -9.9900 0.3790 0.0190    0.2100
20017001 1990.143917 31.8660 64.2940  390  386.9223 17.6350 4.7411 36.4720  -9.9900 0.3800 0.0210    0.2100
20017001 1990.143917 31.8660 64.2940  392  388.9046 17.6320 4.7408 36.4710  -9.9900 0.3810 0.0200    0.2100
20017001 1990.143917 31.8660 64.2940  394  390.8870 17.6160 4.7392 36.4710  -9.9900 0.3800 0.0190    0.2100
20017001 1990.143917 31.8660 64.2940  396  392.8693 17.6030 4.7377 36.4690  -9.9900 0.3800 0.0180    0.2100
20017001 1990.143917 31.8660 64.2940  398  394.8515 17.5900 4.7363 36.4680  -9.9900 0.3800 0.0180    0.2100
20017001 1990.143917 31.8660 64.2940  400  396.8338 17.5780 4.7351 36.4670  -9.9900 0.3800 0.0180    0.2100
20017001 1990.143917 31.8660 64.2940  402  398.8161 17.5690 4.7341 36.4660  -9.9900 0.3810 0.0180    0.2100
20017003 1990.144273 31.8450 64.2970    4    3.9721 20.8770 5.0985 36.7550  -9.9900 0.4300 0.1770  218.5100
20017003 1990.144273 31.8450 64.2970    6    5.9582 20.8800 5.0989 36.7550  -9.9900 0.4290 0.1780  171.8300
20017003 1990.144273 31.8450 64.2970    8    7.9442 20.8860 5.0996 36.7550  -9.9900 0.4290 0.1960  141.7200
20017003 1990.144273 31.8450 64.2970   10    9.9302 20.8860 5.0997 36.7550  -9.9900 0.4290 0.2030  124.9700
20017003 1990.144273 31.8450 64.2970   12   11.9162 20.8870 5.0999 36.7550  -9.9900 0.4280 0.2060  111.2000
20017003 1990.144273 31.8450 64.2970   14   13.9022 20.8870 5.1000 36.7550  -9.9900 0.4280 0.2010  101.5500
20017003 1990.144273 31.8450 64.2970   16   15.8881 20.8870 5.1001 36.7550  -9.9900 0.4280 0.1980   99.9800
20017003 1990.144273 31.8450 64.2970   18   17.8741 20.8870 5.1002 36.7550  -9.9900 0.4280 0.1970   92.8500
20017003 1990.144273 31.8450 64.2970   20   19.8600 20.8860 5.1001 36.7550  -9.9900 0.4280 0.1980   95.0000
20017003 1990.144273 31.8450 64.2970   22   21.8459 20.8830 5.0998 36.7540  -9.9900 0.4290 0.2010   87.2700
20017003 1990.144273 31.8450 64.2970   24   23.8317 20.8810 5.0995 36.7530  -9.9900 0.4310 0.2130   86.2300
20017003 1990.144273 31.8450 64.2970   26   25.8176 20.8750 5.0989 36.7520  -9.9900 0.4310 0.2130   79.5100
20017003 1990.144273 31.8450 64.2970   28   27.8034 20.8710 5.0985 36.7520  -9.9900 0.4330 0.2250   74.8200
20017003 1990.144273 31.8450 64.2970   30   29.7892 20.8700 5.0985 36.7520  -9.9900 0.4330 0.2270   70.3300
20017003 1990.144273 31.8450 64.2970   32   31.7750 20.8690 5.0984 36.7510  -9.9900 0.4320 0.2250   63.2700
20017003 1990.144273 31.8450 64.2970   34   33.7608 20.8650 5.0980 36.7510  -9.9900 0.4330 0.2310   59.9900
20017003 1990.144273 31.8450 64.2970   36   35.7466 20.8660 5.0982 36.7510  -9.9900 0.4330 0.2310   56.1400
20017003 1990.144273 31.8450 64.2970   38   37.7323 20.8640 5.0981 36.7510  -9.9900 0.4330 0.2360   50.9400
20017003 1990.144273 31.8450 64.2970   40   39.7180 20.8620 5.0980 36.7510  -9.9900 0.4330 0.2450   47.3200
20017003 1990.144273 31.8450 64.2970   42   41.7037 20.8600 5.0979 36.7510  -9.9900 0.4330 0.2470   43.0800
20017003 1990.144273 31.8450 64.2970   44   43.6894 20.8590 5.0979 36.7510  -9.9900 0.4330 0.2480   39.4700
20017003 1990.144273 31.8450 64.2970   46   45.6751 20.8600 5.0981 36.7510  -9.9900 0.4330 0.2530   36.4500
